animal_id	breed_primary_id	breed_secondary	breed_secondary_id	age_group	age_group_id	gender	gender_id	location	location_id	source	source_id	surrender_reason	surrender_reason_id	color_code	color_code_id	Behavior Consult	OK with Dogs	House Trained	Part of a Bonded Pair	Special Fee	No Children	No Cats	No Dogs	Longterm Resident	Employee Pick	Hidden Gem	Medical Consult	Special Needs	OK with Cats	Reduced Fee	Adoption Fee Waived	Consult Required	Training Class Required	intake_date	return	name	breed_primary	date_of_birth	departure	adoption_time
continuous	continuous	discrete	discrete	discrete	discrete	discrete	discrete	discrete	continuous	discrete	continuous	discrete	discrete	discrete	continuous	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	time	discrete	string	string	string	string	string
																																				meta	meta	meta	meta	meta
640000.0	4287.0	American Pit Bull Terrier	4252	Mature Adult	5	Female	2	Escondido Campus	64.0	Owner Surrender	2.0	Not allowed to keep	238	None	0.0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2019-12-02 00:00:00	0	Serenity 	Chihuahua	2012-12-01	2019-12-15	13
640001.0	4287.0	American Pit Bull Terrier	4252	Mature Adult	5	Female	2	Escondido Campus	64.0	Owner Surrender	2.0	Not allowed to keep	238	None	0.0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2019-12-02 00:00:00	0	Kawaii	Chihuahua	2012-12-01	2019-12-02	0
628620.0	4252.0	Labrador Retriever	6397	Mature Adult	5	Male	1	San Diego Campus - 5500	53.0	ACO Impound	32.0	NULL	NULL	blue	1.0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2019-10-07 00:00:00	1	Cash	American Pit Bull Terrier	2016-10-07	2020-01-27	112
639635.0	4252.0	NULL	NULL	NULL	NULL	Female	2	Escondido Campus	64.0	Owner Surrender	2.0	Allergies to pet	213	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-29 00:00:00	0	Nala	American Pit Bull Terrier	2017-11-29	2019-12-07	8
373471.0	4252.0	NULL	NULL	Mature Adult	5	Female	2	San Diego Campus - 5500	53.0	Owner Surrender	2.0	No time for animal	230	None	0.0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2019-11-30 00:00:00	0	Bella	American Pit Bull Terrier	2015-12-13	2019-12-06	6
638869.0	4659.0	NULL	NULL	Mature Adult	5	Male	1	San Diego Campus - 5500	53.0	Stray	14.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-23 00:00:00	0	Hendrix	Terrier	2018-05-23	2019-12-03	10
639001.0	8221.0	NULL	NULL	Mature Adult	5	Male	1	San Diego Campus - 5500	53.0	Owner Surrender	2.0	Not allowed to keep	238	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-24 00:00:00	0	Guerro	Shepherd	2014-11-24	2019-12-03	9
639679.0	4287.0	NULL	NULL	Senior	4	Male	1	San Diego Campus - 5500	53.0	Owner Surrender	2.0	Moving	228	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-30 00:00:00	0	Blackie 	Chihuahua	2012-11-29	2019-12-08	8
639923.0	4253.0	NULL	NULL	Mature Adult	5	Female	2	Escondido Campus	64.0	Owner Surrender	2.0	Deployment and/or military transfer (move)	251	None	0.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-12-01 00:00:00	0	Athena	American Staffordshire Terrier	2018-11-01	2019-12-03	2
402617.0	4277.0	NULL	NULL	Senior	4	Female	2	San Diego Campus - 5500	53.0	Owner Surrender	2.0	Behavior-  Intra-Species Aggression Exhibited	255	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-26 00:00:00	1	Lexi	Boxer	2011-05-25	2019-12-29	33
577069.0	4386.0	NULL	NULL	Senior	4	Male	1	San Diego Campus - 5500	53.0	Stray	14.0	NULL	NULL	None	0.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-20 00:00:00	1	Cooper	Siberian Husky	2011-02-27	2019-12-03	13
639376.0	4267.0	NULL	NULL	Mature Adult	5	Female	2	San Diego Campus - 5500	53.0	ACO Impound	32.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-26 00:00:00	1	Bailey	Belgian Shepherd Malinois	2014-11-26	2019-12-05	9
615073.0	8221.0	NULL	NULL	Adolescent (6-12mos)	2	Female	2	Oceanside Campus - Dogs	56.0	Returns	23.0	NULL	NULL	None	0.0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2019-12-01 00:00:00	0	Dixie	Shepherd	2019-01-04	2019-12-06	5
638768.0	4271.0	NULL	NULL	Mature Adult	5	Female	2	Oceanside Campus - Dogs	56.0	Stray	14.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-23 00:00:00	0	Sayna	Bloodhound	2018-11-23	2019-12-03	10
639056.0	4386.0	NULL	NULL	Mature Adult	5	Female	2	Oceanside Campus - Dogs	56.0	Stray	14.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-25 00:00:00	0	Farsight	Siberian Husky	2016-11-25	2019-12-03	8
172372.0	4374.0	Labrador Retriever	6397	Mature Adult	5	Male	1	San Diego Campus - 5500	53.0	Owner Surrender	2.0	Health Of Owner	257	purple	3.0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2019-11-25 00:00:00	1	Pono	Rottweiler	2009-04-15	2019-12-09	14
627321.0	4252.0	NULL	NULL	Senior	4	Male	1	Oceanside Campus - Dogs	56.0	Transfer In	18.0	NULL	NULL	None	0.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-12-02 00:00:00	1	Pogo	American Pit Bull Terrier	2012-10-01	2019-12-04	2
634610.0	8306.0	NULL	NULL	Mature Adult	5	Female	2	San Diego Campus - Behavior Center	88.0	Owner Surrender	2.0	New baby	229	None	0.0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2019-10-31 00:00:00	1	Raven 	Cane Corso Mastiff	2018-05-01	2019-12-06	36
634665.0	6397.0	Shepherd	8221	Socialization (4-12 Weeks)	8	Female	2	Escondido Campus	64.0	Owner Surrender	2.0	Too many animals already	236	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-01 00:00:00	0	Nina	Labrador Retriever	2019-09-20	2019-12-03	32
634666.0	6397.0	Shepherd	8221	Socialization (4-12 Weeks)	8	Female	2	Escondido Campus	64.0	Owner Surrender	2.0	Too many animals already	236	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-01 00:00:00	0	Chinook	Labrador Retriever	2019-09-20	2019-12-03	32
442913.0	4287.0	NULL	NULL	Mature Adult	5	Female	2	San Diego Campus - 5500	53.0	Owner Surrender	2.0	Behavior - Inter-Species Aggression Exhibited	254	blue	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-12-03 00:00:00	0	Louise	Chihuahua	2012-07-06	2019-12-03	0
605538.0	4252.0	NULL	NULL	Mature Adult	5	Male	1	San Diego Campus - 5500	53.0	Returns	23.0	NULL	NULL	None	0.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-12-03 00:00:00	0	Henry	American Pit Bull Terrier	2015-07-02	2019-12-03	0
638846.0	4282.0	NULL	NULL	Mature Adult	5	Female	2	San Diego Campus - 5500	53.0	Stray	14.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-23 00:00:00	0	Sheila	Bull Terrier	2018-11-23	2019-12-03	10
382594.0	4252.0	NULL	NULL	Mature Adult	5	Male	1	San Diego Campus - 5500	53.0	Owner Surrender	2.0	Barks too much / too vocal	214	orange	2.0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2019-12-03 00:00:00	1	Peanut	American Pit Bull Terrier	2015-04-03	2019-12-11	8
638561.0	4287.0	NULL	NULL	Mature Adult	5	Male	1	San Diego Campus - 5500	53.0	Stray	14.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-22 00:00:00	0	Walnut	Chihuahua	2013-11-21	2019-12-20	28
639375.0	8221.0	NULL	NULL	Mature Adult	5	Female	2	San Diego Campus - 5500	53.0	Owner Surrender	2.0	Other	268	None	0.0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2019-11-26 00:00:00	0	Indy	Shepherd	2015-05-26	2019-12-04	8
640113.0	4386.0	Labrador Retriever	6397	Mature Adult	5	Male	1	Oceanside Campus - Dogs	56.0	Owner Surrender	2.0	Behavior - Escapes	264	None	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-12-02 00:00:00	0	Koda	Siberian Husky	2016-12-02	2019-12-04	2
634931.0	4287.0	Beagle	4263	Mature Adult	5	Male	1	San Diego Campus - 5500	53.0	Returns	23.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-12-02 00:00:00	1	Dexter	Chihuahua	2012-11-02	2019-12-07	5
639584.0	4256.0	NULL	NULL	Adolescent (6-12mos)	2	Female	2	Oceanside Campus - Dogs	56.0	Returns	23.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-12-03 00:00:00	1	Eve	Australian Cattle Dog / Blue Heeler	2019-04-29	2019-12-04	1
619421.0	4252.0	NULL	NULL	Mature Adult	5	Female	2	Oceanside Campus - Dogs	56.0	Owner Surrender	2.0	Moving	228	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-12-03 00:00:00	0	Cindy	American Pit Bull Terrier	2012-09-03	2019-12-03	0
639775.0	4313.0	Labrador Retriever	6397	Mature Adult	5	Female	2	Oceanside Campus - Dogs	56.0	Owner Surrender	2.0	Deployment and/or military transfer (move)	251	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-12-03 00:00:00	0	Molly	German Shepherd	2017-02-03	2019-12-05	2
639251.0	4272.0	Labrador Retriever	6397	Socialization (4-12 Weeks)	8	Male	1	Oceanside Campus - Dogs	56.0	Stray	14.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-26 00:00:00	0	Orbit	Border Collie	2019-09-17	2019-12-04	8
442913.0	4287.0	NULL	NULL	Mature Adult	5	Female	2	San Diego Campus - 5500	53.0	Owner Surrender	2.0	Behavior - Inter-Species Aggression Exhibited	254	None	0.0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2019-12-03 00:00:00	1	Louise	Chihuahua	2012-07-06	2019-12-05	2
637806.0	4368.0	NULL	NULL	Senior	4	Female	2	Oceanside Campus - Dogs	56.0	ACO Impound	32.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2019-11-18 00:00:00	0	Mina	Miniature Poodle	2012-11-18	2019-12-04	16
626294.0	4256.0	NULL	NULL	Senior	4	Female	2	Escondido Campus	64.0	Owner Surrender	2.0	Cannot afford to care for (food, vaccines, etc)	216	None	0.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-30 00:00:00	0	London	Australian Cattle Dog / Blue Heeler	2009-03-26	2019-12-08	8
638537.0	4253.0	NULL	NULL	Socialization (4-12 Weeks)	8	Male	1	San Diego Campus - 5500	53.0	Owner Surrender	2.0	Cannot afford to care for (food, vaccines, etc)	216	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-22 00:00:00	0	Everett	American Staffordshire Terrier	2019-10-10	2019-12-04	12
638538.0	4253.0	NULL	NULL	Socialization (4-12 Weeks)	8	Male	1	San Diego Campus - 5500	53.0	Owner Surrender	2.0	Cannot afford to care for (food, vaccines, etc)	216	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-22 00:00:00	0	Pike	American Staffordshire Terrier	2019-10-10	2019-12-04	12
638539.0	4253.0	NULL	NULL	Socialization (4-12 Weeks)	8	Male	1	San Diego Campus - 5500	53.0	Owner Surrender	2.0	Cannot afford to care for (food, vaccines, etc)	216	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-22 00:00:00	0	Washington	American Staffordshire Terrier	2019-10-10	2019-12-04	12
639295.0	4252.0	NULL	NULL	Socialization (4-12 Weeks)	8	Female	2	Escondido Campus	64.0	Stray	14.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-26 00:00:00	0	Phoebe	American Pit Bull Terrier	2019-09-17	2019-12-04	8
639310.0	4252.0	NULL	NULL	Mature Adult	5	Male	1	Escondido Campus	64.0	Stray	14.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-26 00:00:00	0	Charlie	American Pit Bull Terrier	2016-11-26	2019-12-08	12
278827.0	4318.0	NULL	NULL	Mature Adult	5	Male	1	San Diego Campus - 5500	53.0	Returns	23.0	NULL	NULL	orange	2.0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-12-03 00:00:00	1	Bo Duke	Great Dane	2015-05-22	2019-12-07	4
278828.0	4318.0	NULL	NULL	Mature Adult	5	Female	2	San Diego Campus - 5500	53.0	Returns	23.0	NULL	NULL	orange	2.0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-12-03 00:00:00	1	Daisy Duke	Great Dane	2015-05-22	2019-12-07	4
355929.0	4252.0	NULL	NULL	Mature Adult	5	Male	1	San Diego Campus - 5500	53.0	Returns	23.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-12-04 00:00:00	1	Kyle	American Pit Bull Terrier	2015-05-31	2019-12-07	3
640282.0	4252.0	Boxer	4277	Mature Adult	5	Female	2	Oceanside Campus - Dogs	56.0	Transfer In	18.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-12-03 00:00:00	0	Hazel	American Pit Bull Terrier	2017-12-03	2019-12-05	2
637926.0	4287.0	NULL	NULL	Mature Adult	5	Male	1	San Diego Campus - 5500	53.0	Returns	23.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-20 00:00:00	0	Canelo	Chihuahua	2018-11-18	2019-12-05	15
635999.0	4313.0	NULL	NULL	Mature Adult	5	Female	2	San Diego Campus - 5500	53.0	Returns	23.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2019-11-29 00:00:00	1	Kiara	German Shepherd	2018-02-20	2019-12-07	8
616310.0	4252.0	NULL	NULL	Mature Adult	5	Male	1	Oceanside Campus - Dogs	56.0	Owner Surrender	2.0	No pets allowed	237	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-30 00:00:00	0	Hemi	American Pit Bull Terrier	2017-11-16	2019-12-05	5
640294.0	4287.0	NULL	NULL	Adolescent (6-12mos)	2	Female	2	Oceanside Campus - Dogs	56.0	Transfer In	18.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-12-03 00:00:00	0	Tina	Chihuahua	2019-02-03	2019-12-04	1
640295.0	4659.0	NULL	NULL	Mature Adult	5	Female	2	Oceanside Campus - Dogs	56.0	Transfer In	18.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-12-03 00:00:00	0	Gema	Terrier	2017-12-03	2019-12-05	2
640296.0	8221.0	Beagle	4263	Adolescent (6-12mos)	2	Female	2	Oceanside Campus - Dogs	56.0	Transfer In	18.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-12-03 00:00:00	0	Maddy	Shepherd	2018-12-03	2019-12-05	2
640297.0	4287.0	Terrier	4659	Mature Adult	5	Male	1	Oceanside Campus - Dogs	56.0	Transfer In	18.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-12-03 00:00:00	0	Andy	Chihuahua	2018-06-03	2019-12-07	4
637842.0	4277.0	NULL	NULL	Mature Adult	5	Male	1	Oceanside Campus - Dogs	56.0	Returns	23.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-12-03 00:00:00	1	Bobby	Boxer	2016-11-18	2019-12-04	1
605065.0	4252.0	NULL	NULL	Adolescent (6-12mos)	2	Male	1	San Diego Campus - 5500	53.0	Owner Surrender	2.0	No time for animal	230	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-12-04 00:00:00	0	Riley	American Pit Bull Terrier	2018-12-30	2019-12-10	6
631735.0	4659.0	NULL	NULL	Mature Adult	5	Male	1	San Diego Campus - 5500	53.0	ACO Impound	32.0	NULL	NULL	None	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-10-18 00:00:00	0	Harry	Terrier	2016-11-30	2019-12-06	49
638352.0	4386.0	NULL	NULL	Mature Adult	5	Female	2	San Diego Campus - 5500	53.0	ACO Impound	32.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-21 00:00:00	0	Pistachio	Siberian Husky	2017-11-21	2019-12-06	15
590424.0	4252.0	NULL	NULL	Mature Adult	5	Male	1	Escondido Campus	64.0	ACO Impound	32.0	NULL	NULL	blue	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-24 00:00:00	0	Buddha	American Pit Bull Terrier	2017-04-30	2019-12-05	11
639195.0	4659.0	NULL	NULL	Mature Adult	5	Female	2	San Diego Campus - 5500	53.0	Stray	14.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-26 00:00:00	0	Katrina	Terrier	2017-12-04	2019-12-05	9
639774.0	4313.0	Labrador Retriever	6397	Mature Adult	5	Female	2	Oceanside Campus - Dogs	56.0	Owner Surrender	2.0	Deployment and/or military transfer (move)	251	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-12-03 00:00:00	0	Riley	German Shepherd	2017-02-03	2019-12-07	4
640094.0	4659.0	NULL	NULL	Senior	4	Male	1	San Diego Campus - 5500	53.0	Owner Surrender	2.0	Moving/No pets allowed	250	None	0.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-12-02 00:00:00	0	Jack	Terrier	2007-12-02	2019-12-06	4
590035.0	4287.0	NULL	NULL	Senior	4	Female	2	San Diego Campus - 5480	89.0	Stray	14.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-24 00:00:00	0	Mandy	Chihuahua	2012-04-28	2019-12-05	11
639290.0	4291.0	Lhasa Apso	4342	Mature Adult	5	Female	2	Oceanside Campus - Dogs	56.0	Owner Surrender	2.0	Moving	228	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-26 00:00:00	0	Lulu Lemon	Cocker Spaniel	2012-11-26	2019-12-05	9
640048.0	6397.0	Rottweiler	4374	Adolescent (6-12mos)	2	Female	2	Oceanside Campus - Dogs	56.0	Owner Surrender	2.0	No time for animal	230	None	0.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-12-02 00:00:00	0	Athena	Labrador Retriever	2019-04-02	2019-12-05	3
640141.0	4277.0	NULL	NULL	Mature Adult	5	Male	1	Oceanside Campus - Dogs	56.0	Owner Surrender	2.0	Deployment and/or military transfer (move)	251	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-12-03 00:00:00	0	Apollo	Boxer	2017-12-02	2019-12-05	2
640556.0	4313.0	NULL	NULL	NULL	NULL	Female	2	San Diego Campus - 5500	53.0	Owner Surrender	2.0	Other	268	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-12-04 00:00:00	0	Kali	German Shepherd	2016-12-04	2019-12-06	2
612711.0	4316.0	NULL	NULL	Senior	4	Female	2	San Diego Campus - 5500	53.0	Owner Surrender	2.0	Moving/No pets allowed	250	None	0.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-12-04 00:00:00	0	Nina	Golden Retriever	2009-08-02	2019-12-05	1
624318.0	4386.0	Border Collie	4272	Mature Adult	5	Male	1	Escondido Campus	64.0	ACO Impound	32.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-27 00:00:00	0	Asher	Siberian Husky	2017-09-18	2019-12-06	9
637565.0	4659.0	NULL	NULL	Mature Adult	5	Male	1	Escondido Campus	64.0	ACO Impound	32.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-16 00:00:00	0	Tito	Terrier	2016-11-16	2019-12-05	19
639300.0	4289.0	Golden Retriever	4316	Adolescent (6-12mos)	2	Female	2	Escondido Campus	64.0	Stray	14.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-26 00:00:00	0	Blondie	Chow Chow	2018-11-26	2019-12-05	9
639301.0	4313.0	Chow Chow	4289	Ranking (3-6 Months)	9	Female	2	Escondido Campus	64.0	Stray	14.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-26 00:00:00	0	Truffle	German Shepherd	2019-07-26	2019-12-05	9
639302.0	6397.0	Chow Chow	4289	Ranking (3-6 Months)	9	Female	2	Escondido Campus	64.0	Stray	14.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-26 00:00:00	0	Bon Bon	Labrador Retriever	2019-07-26	2019-12-05	9
639396.0	4313.0	Labrador Retriever	6397	Ranking (3-6 Months)	9	Female	2	Escondido Campus	64.0	Stray	14.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-27 00:00:00	0	Precious	German Shepherd	2019-07-26	2019-12-05	8
636934.0	4251.0	NULL	NULL	Senior	4	Female	2	San Diego Campus - 5500	53.0	Owner Surrender - ACO	85.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2019-11-13 00:00:00	0	Chloe	American Cocker	2007-11-13	2019-12-06	23
638918.0	8221.0	NULL	NULL	Mature Adult	5	Female	2	San Diego Campus - 5500	53.0	Stray	14.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-24 00:00:00	0	Monica	Shepherd	2017-11-24	2019-12-06	12
639537.0	4252.0	NULL	NULL	Adolescent (6-12mos)	2	Male	1	San Diego Campus - 5480	89.0	ACO Impound	32.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-28 00:00:00	0	Crouton	American Pit Bull Terrier	2019-06-29	2019-12-06	8
639720.0	4367.0	NULL	NULL	Mature Adult	5	Male	1	San Diego Campus - 5500	53.0	ACO Impound	32.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-30 00:00:00	0	Wonka	Pomeranian	2015-11-30	2019-12-05	5
590035.0	4287.0	NULL	NULL	Senior	4	Female	2	San Diego Campus - 5500	53.0	Stray	14.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-24 00:00:00	1	Mandy	Chihuahua	2012-04-28	2019-12-09	15
639006.0	4263.0	American Pit Bull Terrier	4252	Adolescent (6-12mos)	2	Female	2	San Diego Campus - 5500	53.0	ACO Impound	32.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-24 00:00:00	0	Moe	Beagle	2019-01-27	2019-12-05	11
639007.0	4263.0	American Pit Bull Terrier	4252	Adolescent (6-12mos)	2	Female	2	San Diego Campus - 5500	53.0	ACO Impound	32.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-24 00:00:00	0	Minnie	Beagle	2019-01-27	2019-12-06	12
639071.0	4263.0	Chihuahua	4287	Mature Adult	5	Male	1	San Diego Campus - 5500	53.0	ACO Impound	32.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-25 00:00:00	0	Miguel	Beagle	2016-11-25	2019-12-08	13
639516.0	4252.0	NULL	NULL	Mature Adult	5	Male	1	San Diego Campus - 5500	53.0	ACO Impound	32.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-27 00:00:00	0	Hiccup	American Pit Bull Terrier	2017-11-27	2019-12-06	9
639549.0	4347.0	NULL	NULL	Mature Adult	5	Female	2	San Diego Campus - 5500	53.0	ACO Impound	32.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-29 00:00:00	0	Lizzo	Mastiff	2017-11-29	2019-12-07	8
640513.0	4272.0	NULL	NULL	Ranking (3-6 Months)	9	Female	2	San Diego Campus - 5500	53.0	Owner Surrender	2.0	No time for animal	230	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-12-04 00:00:00	0	Molly	Border Collie	2019-07-04	2019-12-06	2
640514.0	4272.0	NULL	NULL	Ranking (3-6 Months)	9	Female	2	San Diego Campus - 5500	53.0	Owner Surrender	2.0	No time for animal	230	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-12-04 00:00:00	0	Maggie	Border Collie	2019-07-04	2019-12-06	2
638961.0	4287.0	NULL	NULL	Senior	4	Female	2	San Diego Campus - 5500	53.0	Returns	23.0	NULL	NULL	None	0.0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2019-12-05 00:00:00	1	Cupcake	Chihuahua	2012-11-24	2019-12-05	0
639019.0	4344.0	Terrier	4659	NULL	NULL	Male	1	San Diego Campus - 5500	53.0	ACO Impound	32.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-25 00:00:00	0	Ronald	Maltese	2017-11-26	2019-12-06	11
639046.0	4386.0	Dutch Shepherd	8322	Mature Adult	5	Female	2	San Diego Campus - 5500	53.0	Stray	14.0	NULL	NULL	None	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019-11-25 00:00:00	0	Sky	Siberian Husky	2019-01-11	2019-12-05	10
